State_name,District_name,Other_Education,Other_Workers,Graduate_Education,Households_with_Telephone_Mobile_Phone,Households_with_Television,Having_latrine_facility_within_the_premises_Total_Households,Housholds_with_Electric_Lighting,Secondary_Education,Female_Literate,Urban_Households,Having_bathing_facility_Total_Households,Higher_Education,Literate,Households_with_Computer,Households_with_Telephone_Mobile_Phone_Both,Households_with_separate_kitchen_Cooking_inside_house,LPG_or_PNG_Households,Location_of_drinking_water_source_Within_the_premises_Households,Households,Age_Group_30_49,Household_size_3_to_5_persons_Households,Households_with_Telephone_Mobile_Phone_Landline_only,Literate_Education,Male_Literate,Households_with_Car_Jeep_Van,Households_with_Telephone_Mobile_Phone_Mobile_only,Household_size_4_persons_Households,Age_Group_50,Main_Workers,Households_with_Radio_Transistor,Household_size_5_persons_Households,Married_couples_1_Households,Households_with_Scooter_Motorcycle_Moped,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Married_couples_None_Households,Male_Workers,Household_size_3_persons_Households,Workers,Female,Population,Male,Household_size_2_persons_Households,Main_source_of_drinking_water_Tapwater_Households,Households_with_Internet,Household_size_1_to_2_persons,Middle_Education,Total_Education,Non_Workers,Ownership_Rented_Households,Household_size_1_person_Households,Ownership_Owned_Households,Power_Parity_Rs_45000_150000,Hindus,Age_Group_0_29,Married_couples_2_Households,Power_Parity_Rs_45000_90000,Power_Parity_Rs_90000_150000,Primary_Education,Female_Workers,Total_Power_Parity,Religion_Not_Stated,Household_size_6_8_persons_Households,Power_Parity_Less_than_Rs_45000,Power_Parity_Rs_240000_330000,Power_Parity_Rs_150000_330000,Power_Parity_Rs_150000_240000,Jains,Households_with_Bicycle,Location_of_drinking_water_source_Near_the_premises_Households,Power_Parity_Rs_425000_545000,Female_SC,Main_source_of_drinking_water_Tubewell_Borehole_Households,SC,Power_Parity_Rs_330000_545000,Male_SC,Muslims,Power_Parity_Rs_330000_425000,Below_Primary_Education,Married_couples_3_Households,Household_Workers,Power_Parity_Above_Rs_545000,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,Main_source_of_drinking_water_Other_sources_Households,Type_of_latrine_facility_Pit_latrine_Households,Illiterate_Education,Crime,Crime4
GUJARAT,Kachchh,14062,475579,60386,339331,250397,280257,403294,157284,513080,250982,329920,61366,1252319,31961,26105,309632,140067,313045,739275,524052,229277,9226,1150801,739239,28788,304000,87578,286086,686937,68552,81108,311387,140540,21858,67208,624704,60591,776228,995634,2092371,1096737,53172,367140,9631,78465,141345,1732753,1316143,83137,25293,328271,2026,1608921,1278604,54655,729,1297,469402,151524,4146,2650,115066,197,277,790,513,25312,83904,78224,306,125635,22738,258859,525,133224,442355,219,246956,9873,10802,608,572,29040,27402,581952,7494,Medium
GUJARAT,Kheda,19498,322445,84223,218734,171342,172599,372226,310341,717763,160547,220959,148530,1660243,24502,23201,349334,99982,233592,622026,628221,244695,14099,1749234,942480,12788,181434,99926,388646,722134,61231,91976,282924,84414,12080,52607,674586,52793,933983,1114158,2299885,1185727,42567,302055,5710,61816,250044,2231312,1365902,22358,19249,429236,2315,2000884,1260660,98196,1146,1169,641541,259397,4252,2626,127957,320,293,613,320,3479,146364,157901,394,55897,68378,115631,636,59734,264482,242,295057,25028,12455,370,646,3096,18331,482078,1919,Low
GUJARAT,Mahesana,27391,369053,130723,301436,245131,232825,385609,266108,655146,183738,290574,139208,1502645,33731,30438,340058,180985,328355,659743,554432,232736,15705,1474304,847499,25163,255293,95739,357578,698768,44999,89721,277438,119579,21611,47902,588699,47276,812064,978544,2035064,1056520,40893,375792,7759,59628,183468,1908801,1223000,43193,18735,371860,2016,1885732,1119451,81587,1004,1012,467128,223365,3648,2544,114271,296,268,488,220,7087,143818,74023,369,77818,37143,162288,595,84470,136431,226,260278,16859,10282,252,374,4167,15009,434497,4368,Low
GUJARAT,Narmada,3451,41348,14748,43827,31194,27223,101940,52687,158569,22248,65190,28396,370336,4081,3170,116515,12997,40740,160369,157910,62416,2354,380328,211767,2442,38303,23725,93466,193916,12913,24833,81228,18771,1182,13207,174282,13858,294795,289211,590297,301086,13957,41369,576,19329,58188,573108,295502,4801,5372,115602,589,559848,336830,23578,321,268,146661,120513,979,758,34560,100,57,100,43,373,29316,61283,102,4268,5565,8733,164,4465,22600,62,76197,3599,2594,25,262,294,6137,192780,625,Low
GUJARAT,Navsari,26012,265244,85041,191691,153431,168150,267679,190861,462438,141417,201380,112460,1001909,24397,25731,281244,114620,157653,409156,390349,177608,10792,967020,539471,18669,155168,78432,258957,510004,57934,57528,193250,115177,16602,40551,407881,41648,591834,651507,1329672,678165,29950,148017,6726,43365,140235,1228976,737838,25882,13415,262571,1631,1225087,673014,49856,612,1019,266733,183953,3256,914,61357,164,225,609,384,13386,136665,100295,252,17505,50626,35464,411,17959,78669,159,145678,9119,7173,442,431,2393,8673,261956,1370,Low
GUJARAT,Panch Mahals,17958,253930,71810,214889,90896,121676,398937,283648,582751,104238,181557,139773,1440805,19753,13708,421258,59096,129165,567601,599925,206091,8391,1575872,858054,9656,192790,78388,363391,685141,51901,84136,276193,72703,7024,46248,673565,43567,1097507,1163815,2390776,1226961,37573,121463,3456,53952,205420,2357454,1293269,15044,16379,425072,2346,2220974,1421859,99169,1263,1083,601358,423942,3981,2060,145983,395,252,441,189,5236,120545,204393,420,49168,20886,100446,677,51278,158513,257,255905,21312,10771,121,543,2038,19593,781582,3540,Low
GUJARAT,Patan,11111,184768,46355,176829,108006,123977,223424,129584,343282,102655,157715,57494,837913,12870,11039,194944,66310,182619,404138,341381,135333,7733,856932,494631,7802,158057,51706,213465,446240,22405,55550,180187,41235,5271,28893,383074,28077,554830,649337,1343734,694397,24509,233095,2231,35081,78731,1309823,788904,19197,10572,245138,1238,1194745,786357,48611,654,584,364667,171756,2199,1205,83195,205,160,285,125,3602,66270,59045,231,59218,20071,123408,382,64190,142797,151,168990,9905,6392,89,165,2941,22824,452891,3147,Low
GUJARAT,Porbandar,5260,114132,22458,92715,80820,72287,117040,63458,172057,87557,79955,25119,393678,5639,6722,93729,41686,72890,183572,163777,71173,4008,389163,221621,4395,81985,29784,105638,195437,17522,25660,86848,45156,3545,14672,174118,15729,231169,285240,585449,300209,12192,77490,1653,17436,71637,526282,354280,16208,5244,103353,694,549749,314886,18529,284,410,150643,57051,1463,743,30207,74,146,273,127,515,40784,30631,146,25223,6942,51830,235,26607,33565,89,50588,4023,2371,187,373,5244,18098,137119,872,Low
GUJARAT,Rajkot,29924,891628,266295,651936,571843,543342,747352,540278,1210981,721532,593448,204306,2725056,67370,62685,689314,362140,605196,1181006,1052871,446694,30503,2740751,1514075,55289,558748,189220,659576,1324783,211531,156491,530055,428744,52563,73551,1159480,100983,1479050,1830113,3804558,1974445,70528,651594,21785,94572,402240,3479411,2325508,111779,24044,644828,4031,3397406,2080568,143427,1709,2322,913928,319570,8498,3338,199955,455,866,1600,734,33591,355586,114748,942,140387,41220,290169,1518,149782,361388,576,383780,30574,23780,894,4125,25539,42820,738660,8521,Medium
GUJARAT,Sabar Kantha,24745,373391,110817,269423,180909,182583,438606,333650,660109,121509,231094,198963,1578734,25425,37559,371683,99037,251245,665533,630963,247442,15518,1691327,918625,22379,216346,98430,400905,795096,36688,99728,307792,122399,12807,47395,681435,49284,1084878,1184358,2428589,1244231,39155,294228,5262,56824,211423,2356385,1343711,22065,17669,450063,2347,2260560,1393131,102115,1265,1082,597667,403443,3934,1147,145124,395,239,414,175,11110,112045,147230,406,91158,69046,187685,655,96527,148563,249,214062,19061,10909,126,468,5089,29091,665058,4667,Low
GUJARAT,Surat,79862,2076214,379505,995637,788447,1103767,1252452,896927,1883942,1529998,1150519,433651,4571410,149331,100342,1275151,815423,1009087,1899838,1740746,788695,39959,4495898,2687468,106983,855336,340984,723415,2405288,395329,254274,854742,530528,112976,216710,2142819,193437,2553542,2679098,6081322,3402224,126211,1047402,55694,174440,807021,5438048,3527780,478407,48229,788508,7398,5260193,3563443,178819,2970,4428,1332690,410723,16368,3945,276610,712,1700,3480,1780,112835,397563,228438,1924,75913,117310,158115,3094,82202,660772,1170,566242,42215,42040,1684,4989,20722,23291,942150,11854,Medium
GUJARAT,Surendranagar,14501,257886,58389,246026,177591,120741,302068,172947,450405,159810,192991,61164,1093626,15309,10457,268228,77857,198405,500598,439352,166727,6932,1189959,643221,10088,228637,64199,280582,586364,43874,69867,232100,99436,8028,31802,504038,32661,723500,846351,1756268,909917,33356,238259,2975,46527,165406,1683386,1032768,26468,13171,306924,1777,1620282,1033435,62623,923,854,482679,219462,3227,942,105628,286,248,449,201,22992,135074,75387,348,86034,19438,179461,573,93427,109681,225,234873,13614,9518,143,331,13489,11078,493427,3037,Low
GUJARAT,Tapi,8767,80711,31743,75676,52359,49441,142370,86580,221029,26217,105297,49482,490036,7567,4426,171225,27759,49776,218489,235019,99536,3581,510815,269007,5534,67669,43948,144575,337579,26848,34494,115871,41058,3704,17682,251049,21094,450902,404834,807022,402188,20345,45663,1601,26574,75545,802917,356120,6958,6229,166845,1695,725890,422047,37259,901,794,174139,199853,2945,1942,43995,279,194,356,162,1828,56290,92473,293,4029,14494,8168,482,4139,22309,189,84559,4405,9679,133,231,365,6650,292102,716,Low
GUJARAT,The Dangs,2215,12038,3490,11148,9262,13736,29794,14872,63654,7516,20702,7560,140968,1393,1121,47460,2029,5457,59618,51821,21667,784,149466,77314,991,9243,7676,30027,88038,8955,9905,32924,5662,271,3585,61329,4086,118257,114470,228291,113821,4199,8485,137,5366,17736,240626,110034,1291,1167,46314,206,203545,146095,10092,124,82,59954,56928,325,424,17224,43,16,27,11,39,6914,23264,27,502,1894,992,49,490,3593,22,43639,1630,1172,0,53,19,4610,91160,227,Low
GUJARAT,Vadodara,60177,793306,314960,583926,497049,543474,798277,504732,1278993,692971,632580,268451,2893080,117818,83851,820324,411734,567053,1240425,1190041,502358,37602,2868332,1614087,72630,462473,212808,733710,1360660,264896,165191,566507,351423,95845,98592,1233312,124359,1693473,2011890,4165626,2153736,87480,639002,53606,122649,457662,3778551,2472153,88479,35169,771779,4617,3713941,2213474,172826,1780,2837,865726,460161,9753,3110,206020,473,924,1813,889,27650,399901,218599,905,107027,39945,221629,1489,114602,384579,584,396624,36738,17680,1360,908,7232,28086,910219,9565,Medium
GUJARAT,Valsad,26987,400818,90912,242422,188248,170861,329218,212318,515129,235981,232568,123281,1170657,31285,22085,346809,137209,163491,498391,485874,208732,10408,1093866,655528,23938,209929,88946,259906,577327,52199,68650,240251,128491,21685,48960,516188,51136,743245,818456,1705678,887222,35681,119981,11020,50956,171712,1499794,962433,58586,15275,297911,1728,1571147,944532,59697,817,911,303197,227057,3316,3108,84074,223,260,529,269,13809,119338,128462,318,18680,66781,38237,514,19557,94034,196,165459,11282,11833,325,1165,2128,8753,405928,2532,Low
HARYANA,Ambala,18727,246222,91472,170149,172034,142922,199681,163544,356737,139891,186183,97980,818025,32767,30024,193627,121622,175374,315256,308126,120894,15833,793235,461288,26122,124292,51168,201685,319475,32571,46914,136640,92424,23884,19110,320120,22812,372139,529647,1128350,598703,13528,173860,12899,18758,161844,1015266,756211,18611,5230,183898,1113,955096,617859,39766,491,622,170110,52019,2781,3868,54266,100,294,680,386,4845,133676,27750,364,139372,14874,296246,591,156874,22143,227,89558,10339,15753,297,3131,863,8236,222031,4234,Low
HARYANA,Bhiwani,13786,215820,104875,242718,176336,175689,266244,218631,426713,99235,241914,148995,1069871,25236,11502,289221,88938,164410,456282,405760,175604,10057,1093788,643158,16793,221159,75191,261428,445675,58375,69554,198703,66069,11346,30740,430678,30859,623006,767773,1634445,866672,16409,203509,5292,21776,198307,1553152,1011439,11408,5367,293443,1384,1611031,964960,58683,756,628,223049,192328,3349,3329,88960,150,278,827,549,1016,99232,84400,516,159687,36262,341162,837,181475,15515,321,186145,17581,14855,149,439,5860,51547,459364,3015,Low
HARYANA,Faridabad,27864,489950,259933,302937,279652,296399,333171,282666,537799,382981,313812,178846,1272739,82673,42136,334623,258422,253688,470681,481318,201457,20485,1306146,734940,63470,240316,84281,231029,495316,67341,74454,244743,152884,64331,36470,476933,42722,579229,843623,1809733,966110,24687,211123,43437,34713,198551,1652713,1230504,69917,10026,276186,2050,1588407,1095602,54372,729,1321,220384,102296,5080,9559,94686,156,640,1278,638,4883,170927,65216,670,104304,46224,223799,1086,119495,161680,416,137902,14109,32286,511,3845,20596,41186,346567,5357,Medium
HARYANA,Fatehabad,9504,132278,37741,136196,107042,134586,153301,93526,230107,55360,152219,61476,557578,13142,10912,159106,51693,122912,258380,237009,99951,4347,542399,327471,14030,120937,41231,147469,286258,29817,41504,118034,52633,7830,14987,263498,17216,369083,446651,942011,495360,9731,128708,3210,12757,99948,886933,572928,8832,3026,162708,774,779243,555745,32676,444,330,136663,105585,1854,570,51558,89,161,465,304,1172,86268,39877,301,135246,25578,284357,488,149111,8360,187,103541,8838,6558,39,144,1355,80729,344534,1334,Low
HARYANA,Gurgaon,41366,443345,233402,274931,248024,271169,305751,219200,472450,381988,290709,150120,1111116,102343,53812,304118,238359,257287,523691,428101,189075,19984,1123831,638666,92934,201135,81885,210307,487441,83772,58685,211628,131478,86768,46021,432456,48505,544716,697742,1514432,816690,33002,219377,67087,48612,175370,1387551,969716,98060,15610,211728,1118,1408801,875531,46969,404,714,177453,112260,3107,1318,66325,85,386,795,409,7451,103261,44026,311,93605,81189,197937,531,104332,70842,220,126920,13062,18228,577,1235,4773,30003,263720,6640,Medium
HARYANA,Hisar,19031,270191,105346,259276,202588,231144,285004,202792,444111,154113,273915,144626,1114311,33400,16651,305078,110495,194669,456126,456536,188751,11379,1093767,670200,24642,231246,80345,265109,531227,65713,76015,215575,90721,21142,30379,488321,32391,691621,812369,1743931,931562,17116,218535,10132,22962,194595,1599018,1052310,23078,5846,295628,1518,1701061,1017830,60114,828,690,230074,203300,3642,3018,91914,167,340,917,577,3620,147721,76543,579,191447,11612,408785,941,217338,21650,362,197303,16187,16097,100,418,2895,83800,505251,4371,Low
HARYANA,Jhajjar,9387,160046,58826,145032,128007,123545,168558,145258,276611,78328,153834,97457,676091,19241,10748,170101,70149,114081,290144,245095,105616,11057,627288,399480,14298,123227,45175,162356,246457,40791,40725,114239,52868,9674,21450,250020,19716,326534,443738,958405,514667,10084,133448,5034,13891,115794,828316,631871,12154,3807,168223,859,945693,549975,35840,407,452,109829,76514,2169,1917,50636,81,219,524,305,645,69952,36547,275,79592,14363,170448,446,90856,8247,171,90737,9978,9254,260,539,4715,20655,201028,2062,Low
HARYANA,Jind,14277,181850,64599,193577,160742,146428,222462,154773,330709,89665,186317,107994,832758,23750,14045,221117,78386,119784,368000,335704,134056,11087,815843,502049,15836,168445,55033,213478,385851,40480,55240,153267,61694,10485,27130,368277,23783,523422,621146,1334152,713006,13046,129177,5263,17274,151682,1235467,810730,12316,4228,227870,1122,1276669,784085,48467,650,472,185626,155145,2674,1653,73299,131,238,679,441,2594,113068,73935,433,131411,43302,282351,712,150940,23016,279,136892,13086,9114,29,579,4981,49237,419624,2271,Low
HARYANA,Kaithal,9111,150782,51043,153352,140195,126896,187349,117753,260747,75696,153556,82297,646529,15301,8646,173902,62668,114419,306787,265813,111504,6044,662470,385782,12792,138662,45618,176320,290663,36696,46262,128054,59238,8124,21134,292696,19624,373899,503301,1074304,571003,11442,116339,3724,15118,124682,1032339,700405,7550,3676,189832,855,974520,630194,39137,491,364,158239,81203,2046,1539,59344,100,185,518,333,351,95704,60650,324,116027,45149,247513,536,131486,8232,212,119345,9894,9450,34,3111,2845,56765,369869,1855,Low
HARYANA,Karnal,19186,254740,101387,215865,215813,215989,267223,183590,413497,135920,238149,124790,978013,29253,17819,252406,143133,225116,428602,380409,161777,9579,1004186,564516,26238,188467,66304,234684,411533,39322,66391,189917,108101,20819,26197,411646,29082,516062,707612,1505324,797712,17461,229500,11163,23222,188040,1433406,989262,19328,5761,258981,1388,1341002,884972,52737,730,658,231354,104416,3368,2319,81876,146,304,834,530,1516,143754,45033,511,159923,29657,339604,829,179681,31650,318,155839,12985,15311,168,2045,3100,57562,429220,3202,Low
HARYANA,Kurukshetra,10999,175256,71007,145855,143316,136321,171908,120790,276065,88268,152922,81964,646893,21951,18061,158156,90150,144159,291821,250830,104115,8235,642789,370828,20261,119559,43935,160216,285904,30979,41371,115218,73765,15839,19412,268556,18809,336780,453679,964655,510976,11148,152471,7356,14688,118107,909427,627875,13063,3540,162147,864,805175,552034,33776,416,448,145392,68224,2137,477,48824,83,203,522,319,375,107683,28663,295,101817,23107,215128,478,113311,15970,183,94530,9014,6726,190,1332,934,31566,266638,2151,Low
HARYANA,Mahendragarh,10353,143479,60296,133653,88012,74605,135455,132765,249815,44216,113329,94245,630255,13908,9313,152743,45359,80378,267942,229392,91491,5274,654072,380440,8538,119066,39036,161258,212402,25809,35309,100023,45775,5827,15579,232935,17146,338584,435423,922088,486665,8947,108389,2624,11918,126291,899674,583504,3691,2971,162961,770,913251,530000,37004,407,363,135849,105649,1894,405,49530,80,157,460,303,644,54810,55460,270,73894,37955,156314,439,82420,5660,169,94273,13048,7639,144,228,7081,22949,245602,2011,Low
HARYANA,Mewat,5527,124426,12453,111968,27367,36802,96309,41836,146462,36237,92492,22265,454897,10499,2304,106186,15593,36773,223635,186916,49647,2341,410483,308435,6220,107323,17477,110688,204178,14156,21195,106432,33748,1653,9856,224642,10975,289964,518101,1089263,571162,9012,58016,935,11007,67299,1029767,799299,3587,1995,151691,856,221846,790930,27510,560,296,135842,65322,2048,970,61056,118,175,524,349,1453,37702,48984,311,35508,17363,75251,540,39743,862647,229,125261,9881,6023,12,689,8837,10065,619284,1970,Low
HARYANA,Palwal,8373,148806,43780,121222,93313,74531,132606,102626,220100,63090,112618,65963,599796,16736,9718,142348,46498,95524,249159,224043,71054,9969,602312,379696,10185,101535,25760,133913,216932,15928,33309,109785,55825,7884,10808,241464,11985,309563,488211,1042708,554497,7953,95032,4283,10234,113940,996137,733145,5953,2281,160239,945,826342,684189,32682,516,429,142156,68099,2297,1617,63475,104,205,570,365,915,67580,43873,342,95382,11507,203123,561,107741,208566,219,125474,11484,8566,117,1443,5148,7617,393825,2396,Low
HARYANA,Panchkula,8466,162100,83256,92486,88378,77967,103455,69163,175456,93656,94560,48306,405318,32174,23673,103319,69687,82195,164551,157076,65612,7872,388559,229862,29497,60941,28779,93606,182831,27618,22528,74902,49972,27786,11923,164865,14305,211479,261614,561293,299679,9104,99720,18615,13157,60177,507781,349814,24115,4053,78722,540,490702,309078,18116,196,344,73584,46614,1445,882,25585,42,180,367,187,1626,42737,22286,157,47962,3329,101830,258,53868,23451,101,45607,4455,9870,238,332,880,6460,119222,1472,Low
HARYANA,Panipat,10977,262016,75774,172677,162321,176766,209965,141473,322463,153804,191098,91756,786599,26719,13262,201026,121846,148894,327306,298764,123573,8489,752884,464136,17466,150926,50265,167244,339016,26625,50152,152367,74923,17705,19784,328667,23156,412318,558580,1205437,646857,13209,145881,10024,17992,143466,1049096,793119,32473,4783,182191,1035,1083936,739075,37420,444,591,170565,83651,2559,2519,65067,91,278,635,357,4647,90548,53544,349,96518,41486,206213,566,109695,86622,217,118873,8949,15824,231,6550,2672,22142,296212,3192,Low
HARYANA,Rewari,9820,197032,65143,137152,108753,100436,152651,139646,261494,69305,134804,95807,636947,18092,14923,159721,62667,114709,268754,230704,97233,8629,635173,375453,12161,113600,42148,150557,250219,28534,36171,105725,58897,10676,16378,235326,18914,337727,425997,900332,474335,10224,122608,5121,14103,122617,842000,562605,9969,3879,156650,780,889133,518747,34760,359,421,120860,102401,1979,1242,45917,72,208,478,270,1525,71366,35782,247,87035,24732,182606,400,95571,5713,153,81280,10257,9782,249,240,3439,27384,206827,2404,Low
HARYANA,Rohtak,21134,205146,100346,160621,150160,147990,193120,168499,311557,131739,174390,109596,747582,27225,13922,190149,94633,136781,306942,269354,118044,9432,808357,436025,16545,137267,50316,185685,288949,39834,46126,133362,63575,17402,20753,272646,21602,345967,492725,1061204,568479,11498,154010,8482,15759,140782,1057152,715237,15541,4261,185204,909,1043887,605741,37417,372,537,150903,73321,2299,769,55628,77,265,561,296,3491,91682,37780,284,101316,10545,216889,461,115573,8185,177,117097,9594,8521,291,391,2431,18679,248795,3294,Low
HARYANA,Sirsa,16698,178712,61620,190983,150315,215371,215527,134559,325929,93316,216307,83373,782897,22706,17622,215779,70538,196564,338792,334344,135060,7898,792628,456968,24468,165463,57070,208185,399169,45101,54200,157925,75692,13695,19922,369462,23790,502003,612607,1295189,682582,13126,204475,6287,17328,153263,1204981,793186,12951,4202,219428,1107,940255,750228,45978,569,538,201349,132541,2681,1012,70339,113,228,663,435,2256,117760,33381,405,184951,19947,387381,657,202430,9524,252,141766,13988,11952,140,146,1968,138230,412353,2371,Low
HARYANA,Sonipat,19261,260918,101186,207285,192317,183719,253054,224639,408435,133576,224790,150760,998316,30697,16947,248760,126009,171176,417434,360216,150015,12597,1017189,589881,22367,177741,61743,233318,396763,44589,61552,174200,84519,18270,28366,391085,26720,523179,668702,1450001,781299,15548,164405,9029,22103,182396,1362002,926822,25832,6555,239850,1624,1390149,855201,51229,766,858,200458,132094,4054,2465,78258,153,404,989,585,6033,119029,65828,540,125419,59531,269935,876,144516,45100,336,138489,13154,18184,412,1309,4761,23186,344813,2954,Low
HARYANA,Yamunanagar,18666,242179,82532,175426,168506,148667,217503,159311,357664,143259,193584,99170,832457,25129,19109,205250,109080,189997,357723,317708,128240,10257,826207,474793,20791,146060,53029,201386,339024,27474,51948,152818,87959,17259,20969,342343,23263,389233,567487,1214205,646718,14053,176944,8079,19543,164652,1145635,824972,22109,5490,201041,1029,984929,694813,41829,438,591,194654,46890,2575,764,64638,89,288,636,348,1555,148002,30238,336,143543,12740,306743,545,163200,138569,209,107222,10321,12287,273,4286,1494,32479,319428,2185,Low
