State_name,District_name,Other_Education,Other_Workers,Graduate_Education,Households_with_Telephone_Mobile_Phone,Households_with_Television,Having_latrine_facility_within_the_premises_Total_Households,Housholds_with_Electric_Lighting,Secondary_Education,Female_Literate,Urban_Households,Having_bathing_facility_Total_Households,Higher_Education,Literate,Households_with_Computer,Households_with_Telephone_Mobile_Phone_Both,Households_with_separate_kitchen_Cooking_inside_house,LPG_or_PNG_Households,Location_of_drinking_water_source_Within_the_premises_Households,Households,Age_Group_30_49,Household_size_3_to_5_persons_Households,Households_with_Telephone_Mobile_Phone_Landline_only,Literate_Education,Male_Literate,Households_with_Car_Jeep_Van,Households_with_Telephone_Mobile_Phone_Mobile_only,Household_size_4_persons_Households,Age_Group_50,Main_Workers,Households_with_Radio_Transistor,Household_size_5_persons_Households,Married_couples_1_Households,Households_with_Scooter_Motorcycle_Moped,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Married_couples_None_Households,Male_Workers,Household_size_3_persons_Households,Workers,Female,Population,Male,Household_size_2_persons_Households,Main_source_of_drinking_water_Tapwater_Households,Households_with_Internet,Household_size_1_to_2_persons,Middle_Education,Total_Education,Non_Workers,Ownership_Rented_Households,Household_size_1_person_Households,Ownership_Owned_Households,Power_Parity_Rs_45000_150000,Hindus,Age_Group_0_29,Married_couples_2_Households,Power_Parity_Rs_45000_90000,Power_Parity_Rs_90000_150000,Primary_Education,Female_Workers,Total_Power_Parity,Religion_Not_Stated,Household_size_6_8_persons_Households,Power_Parity_Less_than_Rs_45000,Power_Parity_Rs_240000_330000,Power_Parity_Rs_150000_330000,Power_Parity_Rs_150000_240000,Jains,Households_with_Bicycle,Location_of_drinking_water_source_Near_the_premises_Households,Power_Parity_Rs_425000_545000,Female_SC,Main_source_of_drinking_water_Tubewell_Borehole_Households,SC,Power_Parity_Rs_330000_545000,Male_SC,Muslims,Power_Parity_Rs_330000_425000,Below_Primary_Education,Married_couples_3_Households,Household_Workers,Power_Parity_Above_Rs_545000,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,Main_source_of_drinking_water_Other_sources_Households,Type_of_latrine_facility_Pit_latrine_Households,Illiterate_Education,Crime,Crime4
UTTAR PRADESH,Agra,20781,775734,199395,520896,433913,311695,536402,450571,1065916,406852,463682,317618,2680510,82012,26713,630150,251013,307051,903823,991255,259888,36134,3141380,1614594,44989,458049,93722,547873,1050562,93565,115634,435000,243761,47935,54438,1119701,50532,1389844,2053844,4418797,2364953,35682,224180,27183,47808,647340,4104582,3028953,37112,12126,626023,3440,3922718,2871903,125466,1846,1594,904836,270143,5982,36692,258683,735,471,830,359,21508,444212,257562,298,459684,96515,991325,624,531641,411313,326,600839,42054,94184,354,7745,8058,17610,963202,10290,Medium
UTTAR PRADESH,Aligarh,20498,547097,172585,445913,262098,254141,268120,334738,809187,275942,356823,216997,2092567,58336,14169,572425,153283,374047,858059,787408,233318,24398,2137251,1283380,21667,407346,82019,472667,865799,96490,104339,408582,151973,23011,51593,929337,46960,1174361,1721893,3673889,1951996,35660,168309,13634,49640,443958,3489432,2499528,33059,13980,564776,2474,2904140,2378289,102536,1437,1037,491605,245024,4290,21478,235182,636,364,634,270,2805,364661,170338,160,352771,49598,755254,362,402483,729283,202,456870,31779,78566,185,4348,6454,25115,1352181,5881,Medium
UTTAR PRADESH,Allahabad,36764,910601,428871,616743,355913,278760,391542,596615,1466387,265304,373803,502826,3665727,85491,25302,787263,204357,322833,1248570,1335224,338762,34753,4061896,2199340,41965,556688,118881,818137,1286732,334711,151521,549894,243219,37832,77356,1426110,68360,2111907,2822584,5954391,3131807,58163,252326,24122,78967,738076,5817994,3842484,34772,20804,853641,4209,5102041,3764404,179798,2389,1820,934881,685797,7224,30492,325893,1075,602,1053,451,2247,701941,384892,211,622775,15852,1309851,590,687076,796756,379,823863,61206,185877,300,2666,4592,24846,1756098,6256,Medium
UTTAR PRADESH,Ambedkar Nagar,15458,213944,194387,255512,61470,67875,99581,247028,640263,65031,146958,172872,1486939,27308,5974,332700,21512,174989,566590,515229,114866,9449,1718855,846676,9813,240089,38671,367234,440998,79722,54820,206450,60203,3412,28577,547406,21375,787398,1185478,2397888,1212410,17701,97529,2509,25726,353570,2532357,1610490,4387,8025,357876,1655,1985654,1499494,82674,1031,624,392873,239992,2797,5066,140623,511,248,424,176,235,311614,155590,35,292885,853,591125,177,298240,401678,142,342667,31457,58520,30,959,3779,15314,813502,1283,Low
UTTAR PRADESH,Auraiya,6531,111032,79012,152099,60174,72893,65479,168866,384638,58438,150177,101542,930836,14279,4232,237062,32687,85631,314274,320763,106340,8361,1063360,546198,5088,139506,38295,202054,325721,59782,45908,170264,35729,3317,24401,364543,22137,442023,639505,1379545,740040,17368,46112,2404,24528,282449,1339584,937522,6104,7160,240103,887,1273546,856336,41165,549,338,291837,77480,1510,1657,91569,259,129,226,97,228,179939,122958,36,180209,1947,391622,119,211413,101963,83,133123,9720,12533,20,307,490,13327,276224,1183,Low
UTTAR PRADESH,Azamgarh,8087,378356,158303,500400,159910,135150,183381,489060,1212503,80434,299061,312571,2771917,47324,12525,592546,49699,316002,971458,965876,184249,19089,4024458,1559414,20757,468786,60499,699954,784272,174092,90102,330071,116175,7888,51426,941890,33648,1372032,2328909,4613913,2285004,27718,102270,6652,39397,879745,5242604,3241881,7850,11679,647550,3307,3878626,2930243,168352,1882,1425,1344726,430142,5419,6005,255784,870,423,719,296,183,521004,294403,56,591792,5457,1171378,456,579586,718692,400,831966,71109,115991,67,1458,5844,24673,1218146,2173,Low
UTTAR PRADESH,Baghpat,3730,197130,44164,155781,111663,134051,119121,132197,308112,69991,171586,79475,797970,19999,5073,178240,44732,96715,316046,283276,76826,11161,887221,489858,13301,139547,27562,194548,334519,75783,35346,128531,42998,6646,17393,342604,13918,416695,602978,1303048,700070,10173,51339,2989,14343,215070,1263921,886353,6261,4170,196311,868,917474,817140,42886,551,317,272939,74091,1514,2343,80067,264,139,241,102,16139,114603,82659,44,69140,15575,149060,101,79920,364583,57,139646,13858,20347,39,1230,4304,17546,376700,1736,Low
UTTAR PRADESH,Bahraich,7028,201071,47690,270422,71676,93687,85814,104762,520083,61742,223076,65106,1398368,35463,7146,561188,38940,326580,760262,754346,231407,14401,1381933,878285,13451,248875,80324,446242,743452,170698,90878,403826,51784,3444,56895,895576,60205,1152160,1643847,3487731,1843884,54608,187350,2681,74456,215939,3302899,2335571,7619,19848,582513,1785,2291892,2275746,96648,1161,624,493760,256584,3060,7889,211072,584,286,490,204,1177,397685,220216,44,239081,2502,509307,163,270226,1169330,119,447648,26960,37965,37,1155,2008,12417,1920966,2679,Low
UTTAR PRADESH,Ballia,20283,356629,200434,342823,115533,124786,119972,409484,802630,64454,217983,323582,1963590,42969,9000,445832,62157,305850,629381,724362,153571,13488,2348254,1160960,10846,320335,51466,502628,569522,108399,74415,256651,65467,5459,33855,723060,27690,1019483,1566872,3239774,1672902,21363,75078,4672,29249,443440,3380787,2220291,5795,7886,472507,2174,3004240,1975934,118486,1273,901,515010,296423,3634,14847,187993,611,303,518,215,233,324245,130319,45,237074,1502,494698,268,257624,213440,223,436021,47236,72194,64,1269,5316,9284,1032533,1148,Low
UTTAR PRADESH,Balrampur,2777,124955,37109,194750,34497,48201,57400,65516,323414,35768,141528,40633,868357,15510,4159,298119,16229,191185,445838,442339,96621,5212,876131,544943,6167,185379,33057,283947,458727,78055,40274,181378,37816,1616,29477,534332,23290,760253,1033944,2148665,1114721,22200,85828,1551,33262,122911,2208948,1388412,4279,11062,314737,1291,1333242,1415213,69285,795,496,227932,225921,2174,3169,116044,393,190,324,134,198,232350,104918,24,131284,516,277212,139,145928,805975,115,379253,26229,29916,26,456,1174,7248,1332817,657,Low
UTTAR PRADESH,Banda,5728,157378,63112,174698,52233,90787,73522,114783,372311,67569,133063,61702,1002937,18612,3984,311630,26907,67368,445625,408527,127003,6599,1235531,630626,5202,164115,44496,265310,483232,75196,55384,216154,32236,2416,32386,485314,27123,701689,833534,1799410,965876,26640,51777,1655,38806,249238,1823556,1097721,6773,12166,312553,1128,1637549,1120432,54436,722,406,415195,216375,1949,1517,116889,348,175,305,130,916,183817,187378,49,179671,1547,387855,133,208184,157612,84,325773,14711,19098,32,1250,477,15487,588025,1281,Low
UTTAR PRADESH,Bara Banki,12281,235163,113799,306578,116157,103904,108116,197780,681940,79068,305263,132332,1692458,26293,7882,533207,60554,264344,714908,709494,226368,12093,1760720,1010518,11935,286603,78754,445269,834294,185813,91705,376659,91664,4799,68325,871241,55909,1192850,1553626,3260699,1707073,47390,110385,3159,71021,350564,3301561,2067849,8736,23631,554258,1927,2505444,2043335,91916,1160,767,420824,321609,3230,6422,197742,564,275,469,194,3016,446335,239391,40,411391,1497,864559,226,453168,737106,186,533140,23021,77235,45,1557,2259,18254,1540841,2216,Low
UTTAR PRADESH,Bareilly,16806,577911,146446,481724,300504,462993,272830,272840,849062,362798,428849,172554,2191759,56575,16535,696829,210687,646459,994411,952233,299042,26144,2409592,1342697,24436,439045,106979,514141,1043912,192343,125484,532465,159838,23779,66210,1153006,66579,1401971,2090694,4448359,2357665,47699,323722,15164,65080,442110,4154119,3046388,36162,17381,698240,2908,2830768,2893965,112948,1794,1114,641251,248965,5126,32407,284381,807,455,803,348,931,456654,76715,217,261186,7796,557150,413,295964,1536534,196,717585,26162,131699,195,3037,5547,50584,1744527,5010,Low
UTTAR PRADESH,Basti,13030,167644,143642,278758,76856,62328,108101,211477,574064,31065,172901,162961,1393783,30244,6268,330864,37593,193400,545025,519265,117645,11537,1674771,819719,11477,260953,39549,363891,443724,100072,53859,211665,66316,4819,34022,558642,24237,783688,1209192,2464464,1255272,21232,125645,3423,32903,324085,2695963,1680776,5089,11671,372178,1681,2082976,1574037,86134,989,692,349221,225046,2775,2626,142675,478,228,386,158,107,309655,161329,20,251425,1065,513959,205,262534,364510,185,470355,32142,36856,24,844,2621,9288,1021192,796,Low
UTTAR PRADESH,Bijnor,14658,491840,148185,445114,260312,380737,268353,255028,893922,224648,470279,159528,2135393,37341,12524,474925,128042,442905,908523,786305,257846,18248,2453411,1241471,17143,414342,92798,450186,839778,119245,111220,464666,131278,11084,50423,921497,53828,1088036,1761498,3682713,1921215,39934,226734,7303,52181,549594,3762094,2594677,17110,12247,604085,2481,2032081,2404576,89161,1551,930,827447,166539,4310,4703,240708,722,381,670,289,2134,378636,141480,142,373572,9808,787444,329,413872,1585210,187,498971,19263,52549,109,2113,5257,60065,1308683,2555,Low
UTTAR PRADESH,Budaun,7291,232560,64222,354565,130433,190341,110177,154425,560976,156668,262671,86760,1547477,30423,7693,580347,62863,433935,867624,748408,210255,12391,1750054,986501,9654,334481,71164,424194,875763,125198,89608,419310,69930,4610,62446,939616,49483,1107343,1714137,3681896,1967759,42124,123199,3634,61322,295943,3696399,2574553,11554,19198,594116,2104,2867707,2436051,95395,1501,603,585283,167727,3767,13495,239712,762,377,668,291,678,303758,136071,112,289606,3664,622526,181,332920,790515,69,556130,25666,40122,51,2069,4695,19331,1946345,2599,Low
UTTAR PRADESH,Bulandshahr,17796,533711,151182,410624,254050,257848,223922,338138,778342,221628,393105,217882,2031656,38225,12104,549012,124641,450820,880077,753949,227306,17102,2184539,1253314,20979,381418,79984,472808,885216,141619,103932,387654,136765,13231,49008,897815,43390,1173260,1653911,3499171,1845260,33933,152581,7865,48124,475146,3369857,2325911,26299,14191,549364,2613,2707195,2246254,104872,1593,1020,540754,275445,4534,5389,226492,719,388,686,298,1572,321044,100733,168,340857,10659,725600,387,384743,777407,219,443641,31428,65937,129,4586,6320,9805,1185318,3898,Low
UTTAR PRADESH,Chandauli,7586,219337,88299,190317,109887,74557,99602,196240,475152,50822,129320,135962,1174606,20762,5441,265718,32433,103011,395759,437000,103566,8197,1368472,699454,7313,176679,35149,287767,341927,83980,49480,164090,49064,4504,19744,462971,18937,652543,934851,1952756,1017905,15746,38260,3492,20883,276638,1911719,1300213,9071,5137,283240,1296,1727869,1222695,68585,789,507,367768,189572,2183,4649,111692,383,188,321,133,100,220298,128710,31,211625,1895,446786,152,235161,215081,121,295979,27671,58552,30,812,1491,7837,543247,936,Low
UTTAR PRADESH,Chitrakoot,3660,70853,35826,84775,27006,27623,41046,69641,200733,23558,44786,40266,531072,9437,2101,161060,11637,26224,230795,214228,62599,2579,616227,330339,2805,80095,21803,136669,282614,43000,27956,108770,17911,1169,17427,254977,12840,394197,464009,991730,527721,12930,23226,827,18495,124256,1000135,597533,3009,5565,162755,601,955372,638046,30004,378,223,174106,139220,1019,630,62762,186,91,156,65,285,105264,97672,15,125276,1380,266655,64,141379,34559,49,168472,8290,12555,13,325,671,4182,383908,588,Low
UTTAR PRADESH,Deoria,23334,296575,194341,379700,122308,100060,150001,372031,795951,67928,257442,277548,1875239,36068,7260,411210,60348,274621,665706,664708,142877,14377,2392325,1079288,13388,358063,46678,481219,455382,97164,72558,244457,84941,6290,29891,639073,23641,876246,1563510,3100946,1537436,18005,109265,4469,25471,449571,3522433,2224700,6074,7466,463312,2169,2730957,1946336,118348,1302,867,473097,237173,3643,5469,184244,633,312,530,218,209,353180,165652,47,232969,1942,468663,252,235694,358539,205,602403,50948,50418,58,965,3210,7070,1130108,1188,Low
UTTAR PRADESH,Etah,8092,143413,88607,200961,79090,57574,69591,178434,408160,67752,141689,119665,1055202,19712,4968,260846,37027,120195,401998,383707,104978,8565,1048892,647042,6644,187428,35582,237427,415476,52249,48065,191936,54798,3977,24128,440244,21331,545984,827141,1774480,947339,17777,66179,2635,24684,201984,1767202,1228496,6907,6907,280646,1949,1611126,1149372,53726,1347,602,214091,105740,3461,5260,116471,679,348,604,256,5671,189111,130131,93,130380,9330,281011,159,150631,146346,66,238019,15420,28396,71,729,1093,3105,718310,1695,Low
UTTAR PRADESH,Etawah,13400,156416,118571,177997,84543,93434,113098,195192,438420,85483,166012,121283,1062003,21506,5639,262941,47520,92232,351126,362026,112947,11732,1211214,623583,7736,160626,40294,237786,361588,41005,49444,178289,47713,4343,29275,413713,23209,506072,735954,1581810,845856,18470,58927,2964,26645,298700,1608922,1075738,10690,8175,261034,1053,1457892,979633,50264,636,417,292852,92359,1825,1806,101056,290,157,276,119,3917,194564,138521,62,179552,7502,388283,147,208731,113961,85,171216,13365,20803,58,1466,843,14551,397708,2134,Low
UTTAR PRADESH,Faizabad,18947,254564,179996,276720,99531,94981,127754,231129,612562,79288,238464,176303,1450901,28625,8853,392003,58328,229802,589666,543148,156671,15226,1670696,838339,15426,252641,54349,367332,496579,141398,68240,252763,74081,7250,45715,597888,34082,831209,1211368,2470996,1259628,28653,90607,4746,44164,347114,2652611,1639787,10253,15511,403711,1761,2094271,1534832,83756,1063,698,361114,233321,2985,4502,151205,513,260,443,183,358,346448,153953,51,273763,2351,555047,203,281284,365806,152,356093,25796,43505,65,846,1667,9699,981915,2049,Low
UTTAR PRADESH,Farrukhabad,9368,167971,110391,198066,87314,113500,88081,184298,437850,94843,182879,115069,1092677,18733,5971,289395,59209,108322,411490,411153,115712,8653,1277039,654827,6765,183442,40019,246795,474686,64510,49229,204757,49592,3701,32053,494545,26464,592267,878964,1885204,1006240,20553,49109,2624,28887,257279,1987999,1292937,9374,8334,294748,1176,1596278,1224584,51502,751,425,330084,97722,2058,2035,115249,359,190,331,141,487,204261,158537,63,144703,8522,312712,136,168009,276846,73,270550,14583,43528,56,1294,860,16193,710960,1185,Low
UTTAR PRADESH,Fatehpur,10212,258250,116445,271445,97968,117023,75263,227119,601163,77733,211608,134445,1512166,33501,7211,438006,43492,88566,636540,603831,194029,20039,1738210,911003,16758,244195,68525,395547,670156,122320,83513,314716,59754,4981,53903,713736,41991,1063929,1248011,2632733,1384722,34068,65256,3385,48484,376472,2633388,1568804,8349,14416,460648,1673,2274674,1624830,80304,1076,597,463642,350193,2868,4338,176529,539,266,456,190,199,331499,267526,43,308588,3370,651480,157,342892,350700,114,409875,18567,51555,43,1294,834,18726,895178,2256,Low
UTTAR PRADESH,Firozabad,11313,366763,108627,283190,169583,146593,196080,277163,609492,185621,237006,166249,1521806,31797,6591,381745,100919,137810,535368,543730,158210,14099,1673077,912314,10940,262500,54596,312689,573649,42868,71306,280279,85413,8367,33325,621840,32308,761521,1166110,2498156,1332046,24179,102602,5834,32144,368905,2345192,1736635,28917,7965,379586,1649,2140745,1621154,72369,1074,575,416295,139681,2940,14892,165206,490,269,482,213,19077,278168,197978,136,220602,62870,473890,232,253288,314812,96,324525,19461,59942,88,1432,4660,10297,672115,2969,Low
UTTAR PRADESH,Gautam Buddha Nagar,5058,412196,101645,278982,232925,245877,257586,218587,456882,338935,276925,194796,1122947,87188,34293,297930,193902,266838,509770,402967,163768,24713,1335017,666065,78631,219976,65967,188862,458492,121832,56955,220613,124939,66759,36864,443384,40846,569109,757901,1648115,890214,29449,171326,53181,42347,283031,1677301,1079006,87751,12898,219857,1399,1394025,1015648,42710,649,750,330623,125725,2578,16459,84350,222,158,443,285,4518,128362,37461,122,100667,40945,216105,295,115438,215500,173,201277,12235,35400,220,980,5630,6990,342284,6215,Medium
UTTAR PRADESH,Ghaziabad,26399,1154318,255949,700485,592753,701900,695130,597661,1311867,836316,750601,475439,3123264,179552,60494,785452,501592,679606,1191723,1139871,412399,62944,3545813,1811397,119441,577047,163121,559963,1252911,218210,161596,581289,292502,117483,70799,1231615,87682,1520538,2192811,4681645,2488834,51607,347916,78116,69513,797473,4430883,3161107,140034,17906,672322,3432,3414427,2891069,133968,1645,1787,858286,288923,5946,18251,263640,552,427,762,335,16412,409265,112973,347,360713,112059,773463,722,412750,1186776,375,534606,33996,83672,478,9174,13148,21330,885070,9872,Medium
UTTAR PRADESH,Ghazipur,12795,331471,186306,375976,139187,116171,105767,449909,903996,61467,216165,334003,2197549,50180,10778,465637,36798,213999,761640,774130,159312,23602,2803884,1293553,21169,341596,52985,556273,766881,133819,78173,268989,78218,8142,42148,808700,28154,1204602,1765193,3620268,1855075,22682,58602,5309,31462,563310,3812880,2415666,5915,8780,514080,2436,3233790,2234593,129252,1443,993,691057,395902,4079,9792,204877,702,343,591,248,213,383511,213032,40,351626,3697,726641,285,375015,368153,245,566504,54760,68254,63,1225,6163,8986,1008996,794,Low
UTTAR PRADESH,Gonda,8722,233381,118176,346478,78099,66742,104084,192664,645813,52794,248745,144067,1679994,31811,9762,465245,45517,288071,726372,734903,178376,12470,1873028,1034181,13053,324246,61929,464584,739663,172589,76439,303072,75067,4944,51977,855848,40008,1170552,1646773,3433919,1787146,35174,188037,4313,52470,305644,3493810,2263367,9886,17296,521253,2165,2739076,2223078,116129,1301,864,425584,314704,3614,8556,194853,637,306,521,215,338,417980,217341,35,255317,1831,531973,250,276656,678615,215,678171,43205,65299,41,1284,2406,6690,1620782,7597,Medium
UTTAR PRADESH,Gorakhpur,36253,558073,273903,544038,255280,213529,296619,425913,1106438,189170,390206,316166,2700328,65360,17372,601098,149727,390464,951128,992114,242957,27902,3103910,1593890,30258,498764,82855,659677,746381,148499,117498,392621,157765,23177,54197,1016876,42604,1351629,2163118,4440895,2277777,34258,238404,14597,48757,560246,4557870,3089266,22177,14499,666811,3263,4009037,2755630,157629,1799,1464,618398,334753,5455,12711,262941,792,426,730,304,460,531565,262327,131,454938,16143,936061,496,481123,403847,365,873031,60398,82965,175,1601,4952,18386,1453960,5074,Low
UTTAR PRADESH,Hamirpur,4094,112016,59612,137792,48564,68771,55929,103334,245174,55300,120259,59914,653299,11037,2839,201284,20175,47183,311381,260368,88512,4934,835920,408125,3791,130019,31830,181109,290375,54513,39087,139501,24522,1757,20040,308527,17595,443655,510748,1104285,593537,17299,40314,1196,25110,211029,1200768,660630,4809,7811,202503,738,1010014,660774,37669,488,250,238344,135128,1291,1604,73892,240,123,214,91,41,99240,120508,33,110929,588,241198,73,130269,91269,40,159593,9673,19876,26,365,543,16124,364848,638,Low
UTTAR PRADESH,Hardoi,9048,255654,103523,387803,132969,173556,95508,247265,847014,121064,341739,138583,2221601,32065,10212,686741,60689,361033,907677,905306,273230,15357,2657604,1374587,12396,362234,93974,559988,969871,191429,115615,472076,82094,4764,73691,1091952,63641,1318946,1901403,4092845,2191442,53475,137163,3845,78112,510507,4139208,2773899,7613,24637,697057,2425,3508131,2598364,120921,1617,808,906861,226994,4209,9770,264829,818,406,698,292,446,494925,258126,76,589282,2003,1274505,208,685223,556219,132,741817,31633,59649,61,1247,2716,38098,1481604,3104,Low
UTTAR PRADESH,Jalaun,10399,155007,106888,199931,90428,114634,104176,167911,421766,91565,206627,104699,1075196,18615,6634,276045,42616,107861,396421,410090,118550,8950,1169557,653430,7009,184347,43404,274954,420266,68232,52551,170673,58169,3599,24209,470969,22595,620764,783882,1689974,906092,18352,52267,2217,26460,282919,1631223,1069210,9057,8108,276057,1091,1509708,1002817,65432,688,403,327534,149795,1906,3798,102078,323,173,302,129,256,162840,136422,63,215590,1875,468178,135,252588,171581,72,169207,20490,26109,55,776,789,20370,461666,1066,Low
UTTAR PRADESH,Jaunpur,25909,371417,256398,515736,211780,131852,181467,520111,1166283,80582,239695,353996,2731677,52398,16965,513794,56508,238355,1006670,927026,195412,24922,3531099,1565394,22876,473849,65655,689979,896547,212662,92407,321922,128471,9848,54624,934157,37350,1437375,2273739,4494204,2220465,32514,135340,8002,46967,769693,4875888,3056829,8271,14453,653913,3213,3981502,2826453,168722,1824,1389,939616,503218,5261,14358,249212,845,411,697,286,349,534790,325066,52,496119,10919,990345,439,494226,483750,387,665376,75638,88404,69,1902,5765,26800,1344789,1640,Low
UTTAR PRADESH,Jhansi,11783,289313,92586,270128,163900,147302,183340,186348,520808,195321,238492,99814,1304513,40774,11278,334347,94342,135508,504913,510728,173991,17140,1287584,783705,18860,241710,69717,308331,560041,78124,71296,223646,94539,15986,33912,565357,32978,814914,941167,1998603,1057436,27819,93390,8517,38267,341371,1770672,1183689,25466,10448,326556,1518,1823930,1171301,72987,852,666,370685,249557,2651,5988,108729,350,214,380,166,7328,194290,152745,131,265119,8362,562505,269,297386,147842,138,184997,21485,48648,135,1501,2140,18277,483088,1934,Low
UTTAR PRADESH,Jyotiba Phule Nagar,3021,217940,69522,206663,101804,166582,89329,161282,382569,115486,205042,164763,983110,18303,4225,253796,55064,250627,451374,391275,125550,7487,1233732,600541,7361,194951,44061,215849,453567,60499,55358,229798,63056,4256,21966,459037,26131,599089,876772,1840221,963449,19632,97536,2825,25014,230640,1753947,1241132,10385,5382,300111,1198,1075440,1227283,48312,749,449,352835,140052,2074,2439,125019,340,175,314,139,517,167023,45254,76,151339,4824,318001,185,166662,750368,109,251669,10196,31600,34,1155,4286,35090,520215,1511,Low
UTTAR PRADESH,Kannauj,7194,104479,95072,174734,64187,85404,61491,175582,413491,65985,157415,107628,1017087,18082,5981,259962,32510,72121,365770,361028,109000,7070,1170752,603596,6011,161683,38071,223535,419027,58628,46216,186544,37935,2647,33955,430934,24713,524676,774840,1656616,881776,18880,47225,2488,26279,263749,1713786,1131940,6646,7399,268151,987,1375788,1069916,43298,656,331,283674,93742,1730,2390,103765,325,166,288,122,606,178143,146596,43,143526,2930,309980,94,166454,273967,51,237853,11331,51330,35,803,942,18572,543034,2058,Low
UTTAR PRADESH,Kanpur Dehat,5930,149026,97740,184973,65556,89107,49753,223529,477279,41323,197245,157167,1170243,25354,3816,309804,23831,85797,405256,415918,146889,17377,1406418,692964,12752,163780,53074,276272,448651,101117,61892,225671,40159,3594,34726,493991,31923,628864,832929,1796184,963255,24395,53449,2682,34030,341845,1881584,1167320,6125,9635,320512,1251,1612968,1100820,54270,724,527,344866,134873,2056,4034,118132,343,164,279,115,155,220794,167007,17,212349,1260,460544,163,248195,176327,146,235341,11525,20783,20,490,513,15267,475166,1950,Low
UTTAR PRADESH,Kanpur Nagar,26827,1046157,396565,571582,469346,520077,517271,651228,1413843,684906,647223,515772,3243022,93296,32480,794999,421694,415726,1049775,1209554,414383,33550,3490778,1829179,51177,505552,161359,731795,1229166,242173,162264,563353,249207,56666,87367,1299871,90760,1572232,2121462,4581268,2459806,57510,271007,33966,81011,794860,4167084,3009036,163785,23501,630882,5112,3792174,2630411,129879,2865,2247,766906,272361,9150,13975,255733,1175,782,1376,594,5710,518736,312338,512,377151,111980,816754,828,439603,720660,316,338620,31553,68738,659,4935,3197,29867,676306,7661,Medium
UTTAR PRADESH,Kanshiram Nagar,4981,114091,48079,149712,53987,56717,50405,108558,272047,72490,108916,61662,724850,13109,3491,219883,26849,158887,343724,301252,81947,5259,823625,452803,3854,140962,27620,183434,354257,38719,35721,158354,30712,2018,24297,375213,18606,472765,672554,1436719,764165,15567,64018,1623,22456,150247,1471791,963954,6530,6889,227919,1727,1211427,946320,39631,1061,666,193410,97552,2935,2929,92898,510,256,441,185,313,142975,60760,56,118487,2354,254299,206,135812,213822,150,256688,10860,22492,51,1244,1084,3723,648166,984,Low
UTTAR PRADESH,Kaushambi,5115,146083,45341,154650,52946,46197,43753,146757,306145,30764,92723,89011,813424,15029,3275,264959,22034,33644,380620,336401,103416,5468,905188,507279,4403,145907,35056,210556,415312,81230,44677,196096,35502,1530,24943,402644,23683,639086,761111,1599596,838485,22015,26654,1503,31326,180825,1575938,960510,3175,9311,271140,970,1372381,1034099,41806,620,350,253910,236442,1645,2810,105957,312,149,255,106,545,210669,171705,17,264094,2011,555397,93,291303,220423,76,184229,10001,30491,14,668,205,8587,670750,1410,Low
UTTAR PRADESH,Kheri,10846,265516,128548,359457,141512,176324,122761,223669,796887,107672,277898,129627,2034044,29252,9626,672234,86948,432949,862610,896611,300109,11121,2274462,1237157,11395,338710,104859,510832,958249,145438,123337,499239,94806,5035,66699,1058483,71913,1264718,1898056,4021243,2123187,59355,202411,3402,81179,442748,4108040,2756525,11998,21824,690558,2364,3078262,2582597,108542,1593,771,621684,206235,4109,14324,250660,814,402,689,287,487,486903,217968,67,502542,7623,1061782,185,559240,807600,118,717340,26362,47837,55,1391,2581,38017,1833578,2842,Low
UTTAR PRADESH,Kushinagar,11970,265850,119625,404094,103014,95139,127331,249265,771098,42775,266463,170911,1954820,35931,7032,473720,29304,303575,785099,772777,194609,13754,2180924,1183722,12849,383308,64329,500373,523258,89443,96318,328791,70192,3858,33295,804857,33962,1116973,1746489,3564544,1818055,26079,171798,3486,35196,367405,3731239,2447571,5421,9117,549999,2210,2928462,2236842,131217,1374,836,424892,312116,3704,4930,224748,692,328,555,227,383,432174,214524,23,265284,2702,544231,218,278947,620244,195,836856,44482,57049,27,777,3962,12082,1550315,1529,Low
UTTAR PRADESH,Lalitpur,3535,89535,34658,126482,53524,42178,77082,61543,243605,43819,84273,32237,641191,9906,3469,201091,20720,36945,301832,265080,94058,4266,674358,397586,5511,118747,33251,159666,357033,39275,42652,145245,36718,2163,17182,326783,18155,503351,580581,1221592,641011,20378,20604,1079,28058,154118,1183894,718241,6708,7680,209129,743,1163804,793551,40139,483,260,202692,176568,1287,1179,74048,239,120,207,87,20390,118185,115487,28,114194,2110,240519,75,126325,33724,47,185575,11857,14882,22,719,111,8015,509536,828,Low
UTTAR PRADESH,Lucknow,52132,1064336,639260,607420,506413,539863,582769,428121,1384820,717566,654614,378742,3127260,152257,57277,796009,469747,503471,1061721,1161686,406787,44139,3094625,1742440,90205,506004,158994,685258,1152285,271988,156513,560253,337254,111961,89276,1226399,91280,1542806,2195362,4589838,2394476,59605,427563,68506,84239,552171,4241505,3047032,107236,24634,688062,4066,3537787,2678289,129383,1862,2204,554301,316407,7486,13249,253877,603,530,1223,693,4975,539667,243172,396,449495,60932,948294,827,498799,985070,431,489898,33210,99863,767,5200,4561,15463,1146880,10538,Medium
